,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
92774,92775,FEMALE,24,returning,Business,Business,1671 miles,0 minutes,0.0 minutes,2,3,3,4,2,5,4,3,4,4,5,2,4,5,Satisfied
92775,92776,Female,35,Returning,business,Economy,1671 miles,0 minutes,20.0 minutes,1,1,1,3,1,3,3,3,3,3,4,3,3,2,Neutral or Dissatisfied
92776,92777,FEMALE,33,Returning,Business, Business ,1671 miles,2 minutes,4.0 minutes,5,5,4,4,5,2,5,2,5,5,2,5,2,2,Satisfied
92777,92778,Male,30, First-time ,Business,Economy,1671 miles,0 minutes,0.0 minutes,2,2,4,2,4,1,3,5,3,3,4,2,3,4,Neutral or Dissatisfied
92778,92779,Female,43,returning,Business, Business ,1671 miles,9 minutes,0.0 minutes,3,3,3,4,3,5,4,5,5,2,5,3,5,5,Satisfied
92779,92780,Female,85,Returning,business, Business ,171 miles,0 minutes,0.0 minutes,2,4,4,3,2,5,4,3,4,4,4,2,5,4,Satisfied
92780,92781,Female,67,Returning,Personal,ECONOMY,1671 miles,0 minutes,0.0 minutes,1,4,2,3,3,1,3,4,2,5,1,4,1,3,Neutral or Dissatisfied
92781,92782,Female,64,returning,Personal,ECONOMY,1671 miles,26 minutes,10.0 minutes,1,2,2,1,1,2,2,2,2,4,2,2,2,2,Neutral or Dissatisfied
92782,92783,Male,48,Returning,PERSONAL,ECONOMY,1671 miles,0 minutes,0.0 minutes,5,4,3,4,4,1,2,1,2,2,4,4,2,2,Neutral or Dissatisfied
92783,92784,Male,62,Returning,Personal,Economy,1671 miles,12 minutes,2.0 minutes,4,3,1,3,4,3,3,1,1,1,3,3,1,4,Neutral or Dissatisfied
92784,92785,Male,34,Returning,Personal,Economy,1671 miles,22 minutes,10.0 minutes,3,2,2,2,3,3,2,3,2,2,4,2,2,3,Neutral or Dissatisfied
92785,92786,Male,16,Returning,Personal,ECONOMY,1671 miles,0 minutes,0.0 minutes,3,5,3,5,3,4,4,1,4,4,4,5,4,4,Satisfied
92786,92787,Male,56,Returning,business,Business,1671 miles,0 minutes,0.0 minutes,1,1,4,4,1,3,5,2,5,3,3,1,3,3,Satisfied
92787,92788,Male,7,Returning,Personal,Economy Plus,1671 miles,0 minutes,0.0 minutes,5,2,2,2,2,2,4,3,4,4,1,2,4,5,Neutral or Dissatisfied
92788,92789,FEMALE,39,returning,Business,Business,1671 miles,0 minutes,0.0 minutes,2,2,3,4,2,5,4,5,4,2,5,2,5,5,Satisfied
92789,92790,male,23, First-time ,Business,Economy,723 miles,0 minutes,35.0 minutes,1,1,2,1,2,2,1,1,1,1,2,1,1,3,Neutral or Dissatisfied
92790,92791,Male,33,First-time,Business,Economy,1423 miles,0 minutes,0.0 minutes,2,2,2,2,3,1,5,2,4,4,4,2,4,2,Neutral or Dissatisfied
92791,92792,Female,26,First-time,business,Economy,1109 miles,0 minutes,0.0 minutes,1,1,1,1,4,1,2,3,2,2,4,1,2,4,Neutral or Dissatisfied
92792,92793,male,59,returning,Business,Business,1587 miles,1 minutes,0.0 minutes,1,1,5,4,1,4,5,4,4,2,4,1,4,4,Satisfied
92793,92794,Male,28,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,2,2,4,4,2,5,4,3,4,4,4,2,4,4,Satisfied
92794,92795,Female,9,returning,Personal,Business,1587 miles,7 minutes,0.0 minutes,5,3,3,3,2,5,1,3,1,1,4,3,1,4,Neutral or Dissatisfied
92795,92796,Female,50,returning,PERSONAL,Business,1541 miles,26 minutes,21.0 minutes,4,1,5,4,3,5,4,1,3,2,5,1,5,5,Neutral or Dissatisfied
92796,92797,Male,33,returning,Business, Business ,1541 miles,2 minutes,0.0 minutes,3,3,3,4,3,4,4,4,4,4,5,3,4,5,Satisfied
92797,92798,Female,44,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,2,2,4,5,2,5,5,4,5,2,5,2,5,5,Satisfied
92798,92799,male,55,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,1,4,5,4,1,5,4,5,4,2,5,1,5,5,Satisfied
92799,92800,male,25,First-time,business, Business ,1587 miles,152 minutes,165.0 minutes,0,4,3,3,4,2,3,4,3,4,3,4,4,5,Satisfied
92800,92801,Male,49,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,2,2,3,4,2,5,4,5,3,3,5,2,5,5,Satisfied
92801,92802,Male,25, First-time ,Business,Economy,869 miles,0 minutes,0.0 minutes,3,3,4,4,4,3,1,2,1,1,4,4,1,3,Neutral or Dissatisfied
92802,92803,Female,54,Returning,Business,Business,1587 miles,2 minutes,0.0 minutes,2,2,5,4,2,3,4,3,3,5,3,2,3,3,Satisfied
92803,92804,FEMALE,46,Returning,business,Business,1587 miles,2 minutes,3.0 minutes,3,3,3,5,3,4,4,4,5,3,4,3,4,4,Satisfied
92804,92805,Female,45,Returning,business, Business ,1587 miles,0 minutes,0.0 minutes,2,2,4,4,2,4,4,4,3,4,4,2,4,4,Satisfied
92805,92806,FEMALE,42,returning,Business,Business,1587 miles,0 minutes,0.0 minutes,4,4,2,4,4,2,4,2,2,5,2,2,2,2,Neutral or Dissatisfied
92806,92807,Female,41,First-time,Business,Business,1541 miles,0 minutes,0.0 minutes,3,3,5,3,5,5,4,5,4,4,5,3,4,4,Neutral or Dissatisfied
92807,92808,Female,51,Returning,Business, Business ,1587 miles,1 minutes,44.0 minutes,2,2,3,4,2,5,5,5,5,2,5,2,5,5,Satisfied
92808,92809,Female,70,returning,Business,Business,1587 miles,0 minutes,0.0 minutes,4,4,4,5,4,5,4,5,5,3,5,4,5,5,Satisfied
92809,92810,Female,21, First-time ,Business,Business,1587 miles,0 minutes,0.0 minutes,1,4,3,4,4,4,3,4,3,3,4,4,3,4,Neutral or Dissatisfied
92810,92811,Female,26,First-time,business, Business ,1587 miles,0 minutes,0.0 minutes,1,1,4,1,3,3,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
92811,92812,Male,44,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,4,4,4,3,4,1,5,2,3,2,1,4,1,1,Satisfied
92812,92813,FEMALE,43,Returning,business,Business,1587 miles,0 minutes,0.0 minutes,4,4,4,4,4,5,4,5,4,2,5,4,5,5,Satisfied
92813,92814,Male,15,Returning,business,Business,1541 miles,0 minutes,0.0 minutes,3,4,1,4,4,1,4,3,4,4,3,4,4,3,Neutral or Dissatisfied
92814,92815,Male,34,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,4,4,2,2,4,1,2,1,3,1,1,1,1,1,Neutral or Dissatisfied
92815,92816,male,28,First-time,Business,Economy,1137 miles,15 minutes,11.0 minutes,3,3,1,3,3,1,2,2,2,2,2,3,2,3,Neutral or Dissatisfied
92816,92817,Female,48,Returning,Business,ECONOMY,1587 miles,10 minutes,0.0 minutes,2,2,4,4,2,4,3,4,3,4,4,4,4,4,Neutral or Dissatisfied
92817,92818,Female,44,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,3,3,1,2,3,2,2,3,1,2,2,2,2,2,Neutral or Dissatisfied
92818,92819,Female,60,Returning,Business,Business,1587 miles,7 minutes,0.0 minutes,5,5,3,3,5,2,4,2,3,1,2,2,2,2,Neutral or Dissatisfied
92819,92820,Female,63,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,1,1,4,2,1,1,3,1,2,3,1,1,1,1,Neutral or Dissatisfied
92820,92821,FEMALE,12,returning,Business,Business,1587 miles,0 minutes,0.0 minutes,5,5,4,4,5,5,4,3,4,4,5,5,4,3,Satisfied
92821,92822,male,30,First-time,Business,Economy,1541 miles,167 minutes,156.0 minutes,4,4,5,3,4,2,5,4,5,4,4,4,2,3,Neutral or Dissatisfied
92822,92823,Male,28,First-time,Business,Economy,753 miles,0 minutes,0.0 minutes,2,2,2,2,3,3,4,5,4,4,3,2,4,2,Neutral or Dissatisfied
92823,92824,male,30,Returning,Business, Business ,1587 miles,0 minutes,0.0 minutes,4,4,4,3,4,4,3,3,3,3,5,4,3,4,Satisfied
92824,92825,Female,57,Returning,business, Business ,1541 miles,0 minutes,0.0 minutes,4,4,3,5,4,5,4,5,4,2,5,4,5,5,Satisfied
92825,92826,FEMALE,31, First-time ,Business,Economy,1311 miles,0 minutes,0.0 minutes,3,3,4,3,2,4,3,4,3,3,2,3,3,1,Neutral or Dissatisfied
92826,92827,Male,38, First-time ,Business,Business,1187 miles,0 minutes,0.0 minutes,1,1,2,1,3,2,3,4,3,3,3,1,3,3,Neutral or Dissatisfied
92827,92828,Female,57,returning,business,ECONOMY,1587 miles,0 minutes,0.0 minutes,4,4,2,4,4,5,3,5,3,1,5,5,5,5,Satisfied
92828,92829,male,23,Returning,Personal,Economy,1541 miles,0 minutes,0.0 minutes,5,1,3,1,2,4,4,3,4,4,5,1,4,4,Neutral or Dissatisfied
92829,92830,Female,33,returning,PERSONAL,ECONOMY,1587 miles,0 minutes,0.0 minutes,5,4,4,4,4,5,2,4,3,3,5,4,3,3,Satisfied
92830,92831,Male,62,Returning,Personal,ECONOMY,1587 miles,0 minutes,0.0 minutes,5,4,4,4,1,4,2,3,2,2,5,4,2,4,Neutral or Dissatisfied
92831,92832,Male,54,Returning,Personal,Economy,1587 miles,25 minutes,7.0 minutes,5,3,3,3,4,3,2,5,5,5,4,3,5,3,Neutral or Dissatisfied
92832,92833,Male,40,Returning,Personal,Economy,1587 miles,0 minutes,0.0 minutes,3,2,2,2,2,2,1,1,1,1,2,2,1,3,Neutral or Dissatisfied
92833,92834,male,30,Returning,PERSONAL,Economy,1541 miles,0 minutes,0.0 minutes,5,1,1,1,3,2,2,3,2,2,5,1,2,4,Neutral or Dissatisfied
92834,92835,FEMALE,41,Returning,Personal,ECONOMY,1587 miles,0 minutes,0.0 minutes,4,3,3,3,3,3,4,4,4,4,4,3,4,3,Neutral or Dissatisfied
92835,92836,FEMALE,37,Returning,Personal,ECONOMY,1541 miles,1 minutes,10.0 minutes,5,1,5,1,2,3,2,5,2,2,5,1,2,5,Neutral or Dissatisfied
92836,92837,male,33,Returning,Personal,ECONOMY,1541 miles,0 minutes,7.0 minutes,2,2,2,2,4,2,3,1,3,3,3,2,3,3,Neutral or Dissatisfied
92837,92838,FEMALE,49,returning,Personal,ECONOMY,1587 miles,35 minutes,12.0 minutes,4,3,3,4,4,4,5,3,5,5,4,3,4,5,Neutral or Dissatisfied
92838,92839,male,39,Returning,Personal,ECONOMY,1587 miles,0 minutes,0.0 minutes,5,4,3,4,3,3,3,4,4,4,5,4,4,5,Neutral or Dissatisfied
92839,92840,FEMALE,32,Returning,PERSONAL,ECONOMY,1541 miles,0 minutes,0.0 minutes,5,3,4,3,2,3,5,2,5,5,5,3,5,4,Neutral or Dissatisfied
92840,92841,Male,56,Returning,Personal,Economy,1587 miles,0 minutes,0.0 minutes,4,2,4,2,5,5,2,3,2,2,5,2,2,4,Neutral or Dissatisfied
92841,92842,Male,19,Returning,Personal,ECONOMY,1587 miles,0 minutes,0.0 minutes,4,3,5,3,1,3,4,2,4,4,4,3,4,5,Neutral or Dissatisfied
92842,92843,male,67,Returning,Personal,ECONOMY,1541 miles,0 minutes,0.0 minutes,5,3,4,3,3,1,4,5,4,4,4,3,4,5,Neutral or Dissatisfied
92843,92844,Female,40,returning,Personal,Economy,1587 miles,0 minutes,6.0 minutes,4,3,3,3,5,5,1,2,1,1,5,3,1,5,Neutral or Dissatisfied
92844,92845,male,26, First-time ,Business, Business ,1587 miles,0 minutes,6.0 minutes,3,3,5,3,5,4,2,5,2,2,4,3,2,4,Neutral or Dissatisfied
92845,92846,Female,42,First-time,Business,Economy Plus,1587 miles,0 minutes,0.0 minutes,3,3,3,3,3,2,5,1,5,5,4,3,5,3,Neutral or Dissatisfied
92846,92847,Male,54,Returning,business,Business,1587 miles,26 minutes,33.0 minutes,5,5,5,5,5,4,5,4,4,5,4,5,4,4,Satisfied
92847,92848,male,47,Returning,Business,ECONOMY PLUS,1587 miles,0 minutes,0.0 minutes,2,2,4,2,2,3,2,2,2,2,4,2,2,2,Neutral or Dissatisfied
92848,92849,male,55,Returning,Business,Business,1587 miles,0 minutes,0.0 minutes,5,5,3,4,5,4,4,4,5,2,4,5,4,4,Satisfied
92849,92850,Male,27, First-time ,Business,Business,1187 miles,0 minutes,1.0 minutes,3,3,1,3,3,2,5,4,3,3,3,3,3,4,Neutral or Dissatisfied
92850,92851,FEMALE,46,Returning,Personal,Economy Plus,1587 miles,5 minutes,0.0 minutes,2,0,4,3,3,4,3,0,1,3,4,0,4,4,Satisfied
92851,92852,Male,7,Returning,PERSONAL,Economy Plus,1587 miles,0 minutes,8.0 minutes,4,3,4,3,2,4,3,2,5,5,5,3,5,5,Neutral or Dissatisfied
92852,92853,Female,27,Returning,Personal,Economy Plus,1587 miles,0 minutes,1.0 minutes,1,3,1,3,2,2,1,2,1,1,3,3,1,3,Neutral or Dissatisfied
92853,92854,Female,52,returning,Business, Business ,2125 miles,0 minutes,0.0 minutes,1,1,3,3,1,5,4,5,4,3,5,1,5,5,Satisfied
92854,92855,Male,22,Returning,Business, Business ,2125 miles,0 minutes,0.0 minutes,1,1,5,5,1,3,5,3,5,5,4,1,5,4,Satisfied
92855,92856,Female,34,returning,PERSONAL,Economy Plus,2125 miles,0 minutes,0.0 minutes,1,1,2,1,4,4,4,2,4,4,3,2,4,4,Neutral or Dissatisfied
92856,92857,Female,55,Returning,Business,Business,2519 miles,5 minutes,0.0 minutes,4,4,4,4,4,4,5,4,5,3,4,4,4,4,Satisfied
92857,92858,male,54,Returning,Personal, Business ,2519 miles,0 minutes,0.0 minutes,3,3,3,4,3,1,4,3,4,3,1,3,1,1,Neutral or Dissatisfied
92858,92859,Male,31,Returning,Business,Business,2519 miles,0 minutes,0.0 minutes,2,2,4,4,2,4,4,5,4,4,4,2,4,4,Satisfied
92859,92860,FEMALE,19,First-time,business,Economy,801 miles,10 minutes,48.0 minutes,4,4,5,4,5,3,5,3,5,5,5,4,5,5,Neutral or Dissatisfied
92860,92861,Male,32,returning,Business, Business ,2519 miles,0 minutes,0.0 minutes,4,4,5,4,4,4,4,4,4,4,5,4,4,3,Satisfied
92861,92862,Female,42,Returning,Business, Business ,2519 miles,107 minutes,106.0 minutes,1,1,3,5,1,5,5,4,3,5,5,1,5,5,Satisfied
92862,92863,Female,48,Returning,business, Business ,2519 miles,0 minutes,0.0 minutes,3,3,4,5,3,3,5,3,3,3,3,3,3,3,Satisfied
92863,92864,Male,48,returning,Business,Business,2519 miles,0 minutes,0.0 minutes,4,4,5,4,4,3,4,4,5,3,3,4,3,3,Satisfied
92864,92865,Female,41,Returning,business,ECONOMY,2519 miles,0 minutes,0.0 minutes,1,1,4,2,1,4,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
92865,92866,FEMALE,11,Returning,PERSONAL,Economy,2519 miles,0 minutes,0.0 minutes,4,3,4,3,3,3,4,4,3,3,4,3,3,5,Neutral or Dissatisfied
92866,92867,Female,63,returning,Personal,ECONOMY,2519 miles,26 minutes,24.0 minutes,1,3,4,4,3,1,4,3,2,2,1,3,1,1,Neutral or Dissatisfied
92867,92868,Male,61,Returning,Personal,ECONOMY,2519 miles,13 minutes,1.0 minutes,3,2,2,2,3,4,4,2,4,4,2,2,4,2,Neutral or Dissatisfied
92868,92869,FEMALE,51,Returning,Personal,Economy,2519 miles,5 minutes,2.0 minutes,2,3,1,3,3,1,2,3,3,5,1,3,1,1,Neutral or Dissatisfied
92869,92870,Female,24,returning,Personal,Economy,2519 miles,0 minutes,0.0 minutes,4,1,3,1,2,5,3,3,3,3,4,1,3,5,Neutral or Dissatisfied
92870,92871,Female,54,returning,Business,Business,3894 miles,237 minutes,228.0 minutes,5,1,1,1,3,5,1,4,1,1,3,0,5,4,Satisfied
92871,92872,Female,42,returning,business,Business,134 miles,23 minutes,14.0 minutes,4,0,4,5,4,4,4,5,3,2,4,0,4,5,Satisfied
92872,92873,male,58,Returning,business,Business,3412 miles,0 minutes,0.0 minutes,4,0,3,5,4,4,5,4,3,5,4,0,4,4,Satisfied
92873,92874,Male,39,returning,Business, Business ,2212 miles,35 minutes,40.0 minutes,1,1,5,5,1,4,4,4,5,2,4,1,4,5,Satisfied
92874,92875,FEMALE,51,Returning,Business, Business ,151 miles,0 minutes,0.0 minutes,2,2,4,5,2,3,5,4,4,3,3,2,3,5,Satisfied
92875,92876,Male,51,returning,business,Business,3720 miles,0 minutes,0.0 minutes,3,3,1,3,3,2,3,2,4,2,2,1,2,1,Neutral or Dissatisfied
92876,92877,FEMALE,54,Returning,Business,Business,302 miles,0 minutes,0.0 minutes,3,3,4,4,3,2,4,2,2,3,2,2,2,2,Neutral or Dissatisfied
92877,92878,FEMALE,49,Returning,Personal,Business,134 miles,0 minutes,0.0 minutes,0,4,3,4,1,5,5,4,5,5,5,4,5,5,Neutral or Dissatisfied
92878,92879,Male,49,returning,Business, Business ,3632 miles,0 minutes,11.0 minutes,2,4,3,4,4,5,4,5,4,3,5,4,5,5,Satisfied
92879,92880,Male,54,Returning,business,Business,151 miles,0 minutes,1.0 minutes,5,5,3,4,5,4,4,5,5,2,4,5,4,5,Satisfied
92880,92881,Male,43,Returning,Business, Business ,2175 miles,0 minutes,0.0 minutes,5,5,4,5,5,4,5,4,5,4,4,5,4,4,Satisfied
92881,92882,FEMALE,57,returning,Business, Business ,3259 miles,0 minutes,0.0 minutes,5,2,4,5,2,4,4,4,4,4,4,2,4,5,Satisfied
92882,92883,Male,49,returning,business, Business ,1919 miles,0 minutes,0.0 minutes,4,1,3,5,4,2,5,2,3,3,2,0,2,2,Satisfied
92883,92884,Male,54,returning,business,Business,134 miles,0 minutes,0.0 minutes,5,0,4,4,4,3,4,3,3,2,3,0,3,3,Satisfied
92884,92885,Male,56,Returning,business,Business,2287 miles,0 minutes,12.0 minutes,2,2,3,5,2,5,5,4,4,5,5,2,5,4,Satisfied
92885,92886,FEMALE,43,First-time,business,Economy,134 miles,7 minutes,18.0 minutes,1,3,4,3,4,4,1,4,1,1,4,3,1,3,Neutral or Dissatisfied
92886,92887,Female,40,returning,business,Business,3670 miles,0 minutes,0.0 minutes,1,1,4,4,1,3,5,4,3,4,3,1,3,5,Satisfied
92887,92888,Female,58,returning,Business,Business,302 miles,0 minutes,0.0 minutes,2,2,3,5,2,5,4,5,5,5,5,2,5,5,Satisfied
92888,92889,Female,33, First-time ,Business,ECONOMY,151 miles,0 minutes,16.0 minutes,3,1,4,1,3,3,4,5,4,4,3,1,4,4,Neutral or Dissatisfied
92889,92890,FEMALE,43,Returning,Business, Business ,3486 miles,0 minutes,11.0 minutes,1,1,4,4,1,5,5,4,3,2,5,1,5,4,Satisfied
92890,92891,male,51,Returning,business,Business,3236 miles,0 minutes,13.0 minutes,4,4,3,4,4,3,5,4,4,5,3,4,3,5,Satisfied
92891,92892,Male,58,Returning,Business,Business,2384 miles,0 minutes,13.0 minutes,4,0,5,5,3,5,5,5,5,3,5,0,5,4,Satisfied
92892,92893,Female,41,Returning,Business, Business ,3039 miles,45 minutes,40.0 minutes,4,0,5,5,5,1,5,1,3,4,1,0,1,1,Satisfied
92893,92894,FEMALE,43,returning,Business,Business,151 miles,0 minutes,0.0 minutes,4,1,5,4,3,3,4,3,4,4,3,0,3,3,Satisfied
92894,92895,Male,55,Returning,Business,Business,3932 miles,0 minutes,0.0 minutes,2,4,3,5,2,4,4,4,3,4,4,2,4,4,Satisfied
92895,92896,Female,59, First-time ,Business, Business ,134 miles,11 minutes,12.0 minutes,1,1,4,1,1,3,2,2,2,2,4,1,2,5,Neutral or Dissatisfied
92896,92897,Male,25,First-time,Business,Business,134 miles,0 minutes,0.0 minutes,0,1,4,1,5,3,5,4,5,5,4,1,5,4,Neutral or Dissatisfied
92897,92898,Female,42,Returning,business, Business ,134 miles,0 minutes,0.0 minutes,4,4,4,4,4,4,4,4,5,3,4,4,4,5,Satisfied
92898,92899,Male,33,Returning,Business,Business,151 miles,0 minutes,0.0 minutes,4,5,5,5,4,3,5,2,5,5,5,4,5,5,Satisfied
92899,92900,Female,57,returning,Business,Business,2182 miles,0 minutes,0.0 minutes,4,4,3,5,4,4,4,4,4,3,4,4,4,4,Satisfied
92900,92901,Male,46,Returning,Business, Business ,134 miles,12 minutes,16.0 minutes,5,5,4,4,5,4,5,4,3,3,4,5,4,4,Satisfied
92901,92902,male,57,Returning,Business,Business,3837 miles,0 minutes,0.0 minutes,3,4,3,4,3,4,5,4,5,2,4,3,4,5,Satisfied
92902,92903,Female,42,Returning,Business,Business,3800 miles,1 minutes,3.0 minutes,3,3,5,4,3,4,4,4,5,5,4,3,4,4,Satisfied
92903,92904,Female,49,Returning,business,Business,3970 miles,0 minutes,0.0 minutes,4,4,3,5,4,5,5,5,5,3,5,4,5,5,Satisfied
92904,92905,Male,48,returning,Business,Business,2897 miles,0 minutes,0.0 minutes,5,5,4,5,5,5,4,5,3,2,5,5,5,5,Satisfied
92905,92906,Female,54,returning,Business,Business,1959 miles,0 minutes,3.0 minutes,3,4,3,5,4,5,4,5,4,2,5,4,5,4,Satisfied
92906,92907,Female,57,returning,business, Business ,3841 miles,0 minutes,14.0 minutes,3,3,3,4,3,5,4,5,5,5,5,3,5,4,Satisfied
92907,92908,male,31,returning,business,ECONOMY,151 miles,129 minutes,152.0 minutes,5,4,1,1,5,2,1,4,1,1,1,1,2,4,Neutral or Dissatisfied
92908,92909,Female,49,Returning,Business, Business ,2729 miles,0 minutes,0.0 minutes,3,3,1,3,3,1,2,1,2,5,1,3,1,3,Neutral or Dissatisfied
92909,92910,Female,46,Returning,Business, Business ,3286 miles,0 minutes,0.0 minutes,4,0,5,5,2,5,4,5,5,5,5,0,5,5,Satisfied
92910,92911,FEMALE,38,returning,business, Business ,1522 miles,23 minutes,21.0 minutes,1,1,3,3,1,4,4,4,3,3,4,4,4,4,Neutral or Dissatisfied
92911,92912,Male,24, First-time ,Business,Economy,134 miles,16 minutes,5.0 minutes,4,3,4,3,2,3,3,5,3,3,5,3,3,5,Neutral or Dissatisfied
92912,92913,Male,68,returning,business,Economy,134 miles,0 minutes,20.0 minutes,1,1,4,1,1,2,1,4,1,1,2,1,1,3,Neutral or Dissatisfied
92913,92914,Female,25,First-time,Business,Economy,151 miles,0 minutes,0.0 minutes,1,4,1,4,2,4,1,1,1,1,2,4,1,2,Neutral or Dissatisfied
92914,92915,Female,39, First-time ,Business,Economy,134 miles,23 minutes,29.0 minutes,4,1,1,1,4,1,1,2,5,5,4,1,5,4,Neutral or Dissatisfied
92915,92916,Female,74,Returning,Business,Economy,151 miles,15 minutes,3.0 minutes,0,0,4,3,3,5,4,1,2,2,5,1,5,5,Neutral or Dissatisfied
92916,92917,male,49,returning,business,Business,134 miles,0 minutes,0.0 minutes,2,2,4,5,2,4,5,4,3,2,4,2,4,5,Satisfied
92917,92918,Female,59,Returning,Business, Business ,151 miles,0 minutes,0.0 minutes,3,3,3,4,3,3,3,3,1,3,3,1,3,1,Neutral or Dissatisfied
92918,92919,Male,49,Returning,Business,Business,134 miles,24 minutes,48.0 minutes,1,4,1,4,1,3,4,3,1,2,3,4,3,4,Neutral or Dissatisfied
92919,92920,FEMALE,41,Returning,Business, Business ,2213 miles,1 minutes,0.0 minutes,5,5,1,4,5,4,3,4,1,4,4,4,4,4,Neutral or Dissatisfied
92920,92921,FEMALE,54,Returning,Business, Business ,134 miles,0 minutes,0.0 minutes,1,1,5,5,1,3,5,4,4,5,3,1,3,4,Satisfied
92921,92922,male,52,Returning,Business,Business,2397 miles,0 minutes,0.0 minutes,5,0,4,5,3,3,5,3,4,4,3,0,3,3,Satisfied
92922,92923,Female,57,returning,business,Business,134 miles,0 minutes,0.0 minutes,4,0,5,4,3,5,4,5,5,3,5,0,5,5,Satisfied
92923,92924,Male,54, First-time ,business,ECONOMY,151 miles,1 minutes,6.0 minutes,2,3,1,3,2,1,4,4,3,3,3,3,3,2,Neutral or Dissatisfied
92924,92925,Female,37,returning,Business,Business,134 miles,0 minutes,0.0 minutes,1,1,3,4,1,3,3,3,4,4,3,4,3,4,Neutral or Dissatisfied
92925,92926,Female,27,First-time,business,Business,151 miles,0 minutes,0.0 minutes,0,0,5,0,1,3,4,2,4,4,5,0,4,4,Satisfied
92926,92927,Male,42,First-time,Business,ECONOMY,134 miles,69 minutes,66.0 minutes,0,3,3,3,2,1,2,2,2,2,3,3,2,1,Neutral or Dissatisfied
92927,92928,male,41,Returning,Business, Business ,2029 miles,0 minutes,0.0 minutes,5,1,2,3,5,2,4,1,2,4,2,4,2,4,Neutral or Dissatisfied
92928,92929,Female,16,Returning,Business,Business,3234 miles,1 minutes,0.0 minutes,1,3,2,4,1,3,3,4,4,4,3,3,4,3,Neutral or Dissatisfied
92929,92930,Female,32,Returning,Business, Business ,151 miles,48 minutes,64.0 minutes,5,0,4,3,4,1,3,2,3,3,2,0,3,1,Satisfied
92930,92931,Female,42, First-time ,Business,Economy,134 miles,0 minutes,0.0 minutes,0,2,3,2,4,1,4,4,4,4,3,2,4,1,Neutral or Dissatisfied
92931,92932,male,45,Returning,Business,Business,151 miles,0 minutes,1.0 minutes,3,2,2,4,2,4,1,4,1,2,4,2,4,3,Satisfied
92932,92933,Male,24,Returning,Personal,ECONOMY,134 miles,0 minutes,0.0 minutes,0,4,4,4,4,3,5,5,5,5,5,4,5,5,Neutral or Dissatisfied
92933,92934,male,65,Returning,Personal,Economy,134 miles,0 minutes,0.0 minutes,0,3,3,3,1,5,1,4,1,1,4,3,1,4,Neutral or Dissatisfied
92934,92935,Male,50,returning,Personal,ECONOMY,134 miles,0 minutes,7.0 minutes,1,3,3,3,1,3,1,4,4,4,2,3,4,1,Neutral or Dissatisfied
92935,92936,Female,31,returning,Personal,Economy,151 miles,0 minutes,0.0 minutes,5,2,5,2,5,5,4,4,1,1,5,2,1,4,Neutral or Dissatisfied
92936,92937,male,53,Returning,PERSONAL,ECONOMY,134 miles,19 minutes,11.0 minutes,3,3,1,3,4,1,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
92937,92938,Male,8,Returning,PERSONAL,Economy,134 miles,0 minutes,0.0 minutes,2,0,2,0,3,3,3,5,3,3,2,2,3,2,Neutral or Dissatisfied
92938,92939,FEMALE,19,returning,PERSONAL,Economy,134 miles,0 minutes,13.0 minutes,3,2,3,2,3,1,5,2,5,5,3,2,5,4,Neutral or Dissatisfied
92939,92940,male,35,Returning,Personal,ECONOMY,151 miles,0 minutes,7.0 minutes,5,3,3,3,4,4,1,3,4,4,5,3,4,5,Neutral or Dissatisfied
92940,92941,Female,69,Returning,Personal,ECONOMY,134 miles,0 minutes,0.0 minutes,3,2,4,4,3,5,4,2,1,5,5,2,5,2,Neutral or Dissatisfied
92941,92942,Female,27,Returning,Personal,Economy,151 miles,0 minutes,0.0 minutes,5,0,3,0,3,5,1,3,5,5,5,5,5,4,Satisfied
92942,92943,Female,10,Returning,Personal,ECONOMY,134 miles,22 minutes,50.0 minutes,4,1,5,1,2,4,2,5,2,2,4,1,2,5,Neutral or Dissatisfied
92943,92944,Female,13,returning,PERSONAL,Economy,151 miles,0 minutes,0.0 minutes,5,2,3,2,4,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
92944,92945,Female,12,returning,PERSONAL,Economy,151 miles,4 minutes,0.0 minutes,5,4,5,4,1,4,4,2,2,2,5,4,2,4,Neutral or Dissatisfied
92945,92946,male,46,Returning,Personal,ECONOMY,134 miles,0 minutes,0.0 minutes,0,0,3,0,4,4,2,5,2,2,5,4,2,3,Neutral or Dissatisfied
